"","date","open","high","low","close","volume","price_adjusted","return_adjusted_prices","return_closing_prices"
"136",2019-01-29,2644.889893,2650.929932,2631.050049,2640,3504200000,2640,-0.00145624670737288,-0.00145624670737288
"137",2019-01-30,2653.620117,2690.439941,2648.340088,2681.050049,3867810000,2681.050049,0.0155492609848484,0.0155492609848484
"138",2019-01-31,2685.48999,2708.949951,2678.649902,2704.100098,4917650000,2704.100098,0.0085973960122816,0.0085973960122816
"139",2019-02-01,2702.320068,2716.659912,2696.879883,2706.530029,3759270000,2706.530029,0.00089860985612078,0.00089860985612078
"140",2019-02-04,2706.48999,2724.98999,2698.75,2724.870117,3359840000,2724.870117,0.00677623665855887,0.00677623665855887
"141",2019-02-05,2728.340088,2738.97998,2724.030029,2737.699951,3560430000,2737.699951,0.00470842038303299,0.00470842038303299
"142",2019-02-06,2735.050049,2738.080078,2724.149902,2731.610107,3472690000,2731.610107,-0.00222443807173811,-0.00222443807173811
"143",2019-02-07,2717.530029,2719.320068,2687.26001,2706.050049,4099490000,2706.050049,-0.00935713992802267,-0.00935713992802267
"144",2019-02-08,2692.360107,2708.070068,2681.830078,2707.879883,3622330000,2707.879883,0.00067620109268729,0.00067620109268729
"145",2019-02-11,2712.399902,2718.050049,2703.790039,2709.800049,3361970000,2709.800049,0.000709103092812358,0.000709103092812358
"146",2019-02-12,2722.610107,2748.189941,2722.610107,2744.72998,3827770000,2744.72998,0.0128902245067455,0.0128902245067455
"147",2019-02-13,2750.300049,2761.850098,2748.629883,2753.030029,3670770000,2753.030029,0.00302399473189707,0.00302399473189707
"148",2019-02-14,2743.5,2757.899902,2731.22998,2745.72998,3836700000,2745.72998,-0.00265164161781828,-0.00265164161781828
"149",2019-02-15,2760.23999,2775.659912,2760.23999,2775.600098,3641370000,2775.600098,0.0108787529063581,0.0108787529063581
"150",2019-02-19,2769.280029,2787.330078,2767.290039,2779.76001,3533710000,2779.76001,0.0014987432818574,0.0014987432818574
"151",2019-02-20,2779.050049,2789.879883,2774.060059,2784.699951,3835450000,2784.699951,0.00177711060747288,0.00177711060747288
"152",2019-02-21,2780.23999,2781.580078,2764.550049,2774.879883,3559710000,2774.879883,-0.00352643666204455,-0.00352643666204455
"153",2019-02-22,2780.669922,2794.199951,2779.110107,2792.669922,3427810000,2792.669922,0.00641110237203013,0.00641110237203013
"154",2019-02-25,2804.350098,2813.48999,2794.98999,2796.110107,3804380000,2796.110107,0.00123186237403106,0.00123186237403106
"155",2019-02-26,2792.360107,2803.120117,2789.469971,2793.899902,3645680000,2793.899902,-0.000790457069078432,-0.000790457069078432
"156",2019-02-27,2787.5,2795.76001,2775.129883,2792.379883,3767130000,2792.379883,-0.000544049197650942,-0.000544049197650942
"157",2019-02-28,2788.110107,2793.72998,2782.51001,2784.48999,4396930000,2784.48999,-0.00282550846610585,-0.00282550846610585
"158",2019-03-01,2798.219971,2808.02002,2787.379883,2803.689941,3972280000,2803.689941,0.00689532053228903,0.00689532053228903
"159",2019-03-04,2814.370117,2816.879883,2767.659912,2792.810059,3919810000,2792.810059,-0.00388055820327959,-0.00388055820327959
"160",2019-03-05,2794.409912,2796.439941,2782.969971,2789.649902,3585690000,2789.649902,-0.00113153309148828,-0.00113153309148828
"161",2019-03-06,2790.27002,2790.27002,2768.689941,2771.449951,3786600000,2771.449951,-0.00652409859278469,-0.00652409859278469
"162",2019-03-07,2766.530029,2767.25,2739.090088,2748.929932,3904860000,2748.929932,-0.00812571736750078,-0.00812571736750078
"163",2019-03-08,2730.790039,2744.129883,2722.27002,2743.070068,3423130000,2743.070068,-0.00213168910992823,-0.00213168910992823
"164",2019-03-11,2747.610107,2784,2747.610107,2783.300049,3749030000,2783.300049,0.0146660420633484,0.0146660420633484
"165",2019-03-12,2787.340088,2798.320068,2786.72998,2791.52002,3414230000,2791.52002,0.00295331831110102,0.00295331831110102
"166",2019-03-13,2799.780029,2821.23999,2799.780029,2810.919922,3766150000,2810.919922,0.00694958368953413,0.00694958368953413
"167",2019-03-14,2810.379883,2815,2803.459961,2808.47998,3469730000,2808.47998,-0.000868022593209949,-0.000868022593209949
"168",2019-03-15,2810.790039,2830.72998,2810.790039,2822.47998,5962730000,2822.47998,0.00498490290110598,0.00498490290110598
"169",2019-03-18,2822.610107,2835.409912,2821.98999,2832.939941,3552190000,2832.939941,0.00370594692402393,0.00370594692402393
"170",2019-03-19,2840.76001,2852.419922,2823.27002,2832.570068,3620220000,2832.570068,-0.000130561539497198,-0.000130561539497198
"171",2019-03-20,2831.340088,2843.540039,2812.429932,2824.22998,3771200000,2824.22998,-0.00294435364343471,-0.00294435364343471
"172",2019-03-21,2819.719971,2860.310059,2817.379883,2854.879883,3546800000,2854.879883,0.0108524812841198,0.0108524812841198
"173",2019-03-22,2844.52002,2846.159912,2800.469971,2800.709961,4237200000,2800.709961,-0.0189745012820212,-0.0189745012820212
"174",2019-03-25,2796.01001,2809.790039,2785.02002,2798.360107,3376580000,2798.360107,-0.00083902083140408,-0.00083902083140408
"175",2019-03-26,2812.659912,2829.870117,2803.98999,2818.459961,3266050000,2818.459961,0.0071827260364814,0.0071827260364814
"176",2019-03-27,2819.719971,2825.560059,2787.719971,2805.370117,3372930000,2805.370117,-0.00464432497928968,-0.00464432497928968
"177",2019-03-28,2809.399902,2819.709961,2798.77002,2815.439941,3158170000,2815.439941,0.0035894814516555,0.0035894814516555
"178",2019-03-29,2828.27002,2836.030029,2819.22998,2834.399902,3740700000,2834.399902,0.00673428004053456,0.00673428004053456
"179",2019-04-01,2848.629883,2869.399902,2848.629883,2867.189941,3500760000,2867.189941,0.0115686001036279,0.0115686001036279
"180",2019-04-02,2868.23999,2872.899902,2858.75,2867.23999,3246900000,2867.23999,1.74557671552833e-05,1.74557671552833e-05
"181",2019-04-03,2876.090088,2885.25,2865.169922,2873.399902,3550240000,2873.399902,0.00214837684375357,0.00214837684375357
"182",2019-04-04,2873.98999,2881.280029,2867.139893,2879.389893,3015180000,2879.389893,0.00208463534638215,0.00208463534638215
"183",2019-04-05,2884.159912,2893.23999,2882.98999,2892.73999,3146820000,2892.73999,0.00463643254164881,0.00463643254164881
"184",2019-04-08,2888.459961,2895.949951,2880.780029,2895.77002,3054030000,2895.77002,0.00104746019707069,0.00104746019707069
"185",2019-04-09,2886.580078,2886.879883,2873.330078,2878.199951,3007980000,2878.199951,-0.00606749461409228,-0.00606749461409228
"186",2019-04-10,2881.370117,2889.709961,2879.129883,2888.209961,3062380000,2888.209961,0.00347787164561719,0.00347787164561719
"187",2019-04-11,2891.919922,2893.419922,2881.98999,2888.320068,2938540000,2888.320068,3.81229209396317e-05,3.81229209396317e-05
"188",2019-04-12,2900.860107,2910.540039,2898.370117,2907.409912,3688490000,2907.409912,0.00660932429598038,0.00660932429598038
"189",2019-04-15,2908.320068,2909.600098,2896.47998,2905.580078,3088330000,2905.580078,-0.000629369113879563,-0.000629369113879563
"190",2019-04-16,2912.26001,2916.060059,2900.709961,2907.060059,3402210000,2907.060059,0.00050935818675435,0.00050935818675435
"191",2019-04-17,2916.040039,2918,2895.449951,2900.449951,3602300000,2900.449951,-0.00227381198387544,-0.00227381198387544
"192",2019-04-18,2904.810059,2908.399902,2891.899902,2905.030029,3506850000,2905.030029,0.00157909223650665,0.00157909223650665
"193",2019-04-22,2898.780029,2909.51001,2896.350098,2907.969971,2997950000,2907.969971,0.0010120177659616,0.0010120177659616
"194",2019-04-23,2909.98999,2936.310059,2908.530029,2933.679932,3635030000,2933.679932,0.00884120580899905,0.00884120580899905
"195",2019-04-24,2934,2936.830078,2926.050049,2927.25,3448960000,2927.25,-0.00219176329696491,-0.00219176329696491
"196",2019-04-25,2928.98999,2933.100098,2912.840088,2926.169922,3425280000,2926.169922,-0.00036897361004351,-0.00036897361004351
"197",2019-04-26,2925.810059,2939.879883,2917.560059,2939.879883,3248500000,2939.879883,0.00468529216192248,0.00468529216192248
"198",2019-04-29,2940.580078,2949.52002,2939.350098,2943.030029,3118780000,2943.030029,0.00107152200952698,0.00107152200952698
"199",2019-04-30,2937.139893,2948.219971,2924.110107,2945.830078,3919330000,2945.830078,0.00095141706758306,0.00095141706758306
"200",2019-05-01,2952.330078,2954.129883,2923.360107,2923.72998,3645850000,2923.72998,-0.00750216319843,-0.00750216319843
"201",2019-05-02,2922.159912,2931.679932,2900.5,2917.52002,3778890000,2917.52002,-0.00212398547146275,-0.00212398547146275
"202",2019-05-03,2929.209961,2947.850098,2929.209961,2945.639893,3338120000,2945.639893,0.00963827936303252,0.00963827936303252
"203",2019-05-06,2908.889893,2937.320068,2898.209961,2932.469971,3181520000,2932.469971,-0.00447098847055172,-0.00447098847055172
"204",2019-05-07,2913.030029,2913.030029,2862.600098,2884.050049,3767100000,2884.050049,-0.016511651433378,-0.016511651433378
"205",2019-05-08,2879.610107,2897.959961,2873.280029,2879.419922,3485790000,2879.419922,-0.00160542532942709,-0.00160542532942709
"206",2019-05-09,2859.840088,2875.969971,2836.399902,2870.719971,3638820000,2870.719971,-0.00302142488267465,-0.00302142488267465
"207",2019-05-10,2863.100098,2891.310059,2825.389893,2881.399902,3529600000,2881.399902,0.00372029703624488,0.00372029703624488
"208",2019-05-13,2840.189941,2840.189941,2801.429932,2811.870117,3894030000,2811.870117,-0.0241305571474959,-0.0241305571474959
"209",2019-05-14,2820.120117,2852.540039,2820.120117,2834.409912,3322720000,2834.409912,0.00801594457145405,0.00801594457145405
"210",2019-05-15,2820.379883,2858.679932,2815.080078,2850.959961,3125950000,2850.959961,0.00583897513550613,0.00583897513550613
"211",2019-05-16,2855.800049,2892.149902,2855.800049,2876.320068,3338060000,2876.320068,0.00889528697242903,0.00889528697242903
"212",2019-05-17,2858.600098,2885.47998,2854.22998,2859.530029,3257950000,2859.530029,-0.00583733332976211,-0.00583733332976211
"213",2019-05-20,2841.939941,2853.860107,2831.290039,2840.22998,3288870000,2840.22998,-0.00674937797619468,-0.00674937797619468
"214",2019-05-21,2854.02002,2868.879883,2854.02002,2864.360107,3218700000,2864.360107,0.00849583560835443,0.00849583560835443
"215",2019-05-22,2856.060059,2865.469971,2851.110107,2856.27002,3192510000,2856.27002,-0.00282439592013217,-0.00282439592013217
"216",2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,3891980000,2822.23999,-0.0119141501894838,-0.0119141501894838
"217",2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2887390000,2826.060059,0.0013535592343441,0.0013535592343441
"218",2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,4121410000,2802.389893,-0.00837567691621377,-0.00837567691621377
